ytid,caption
ax8hXst_b5g,"The Urban Latin song features an echoing male vocal singing repetitive lyrics over wide reverberant percussive elements, synth flute melody, claps, ""4 on the floor"" kick pattern, shimmering shaker, groovy bass and synth keys melody. It is uptempo and it sounds energetic and addictive, like something you would hear in clubs a lot."
axb48YrvRmw,Classical music features a variety of string instruments that play a bright melody. The sound is big and orchestral. A clarinet plays a high-pitched melody in the foreground.  The atmosphere of the song is positive and happy.
axqtExFY5-s,This is an instrument review jam that is played in the style of flamenco music. There is an acoustic guitar being played while a male voice gives his opinion concerning the instrument. The character of the sound is sensual. The guitar sounds can be sampled for use in beat-making.
azyNUtTHvaE,A female voice is singing very clear and a high pitched melody. She got a lot of reverb on her voice. A string section is supporting her. This song may be playing in a post-apocalyptic movie-scene.
b-7oO1Rw-fo,"This funk pop song features a male voice singing at a high pitch. The style of singing is rapping in this section. This is accompanied by a kick drum. The kick drum plays on every count of the bar for two bars followed by doubling the beat for the next two bars. In the gaps of the lines, a voice sings vocables. After two bars, the bass plays an ascending run. A siren sound is played in the background ascending along with the bass. This song can be played in a club."
b-Cr0EWwaTk,"The low quality recording features a hip hop song that consists of flat male vocals, alongside echoing whispering vocals, rapping over shimmering hi hats, punchy kick, boomy 808 bass, claps, quiet snare hits and arpeggiated synth melody. The song sounds energetic, especially because of the uptempo hi hat triplets."
b-Y-AjW6MJ0,"The low quality recording features a rock song that consists of a flat male vocal and flat female vocal talking, followed by punchy kick and snare hits, shimmering hi hats, energetic crash hits, wide electric guitar chords, groovy bass guitar and synth lead melody. It sounds energetic."
b12xqPnM0So,"The low quality recording features a live performance of a folk song that consists of a woodwind melody, followed by accordion melody, trumpet melody, metallic percussion and groovy bass. It sounds passionate and cultural."
b1j-hD9zs6Q,Someone is playing a flute in the mid to high range taking the lead-melody accompanied by a piano playing along and spicing up the melody. An e-bass is building the foundation together with an acoustic drum being played in the background with fill-ins on the toms. This song may be playing at the end of an emotional movie.
b2XAPiRUoN4,This is a marching parade of hundreds of Scottish bagpipe players. They are all playing the same melody with the exact same pitch. The song itself feels somewhat encouraging and positive.
b4FomUpNaJE,"The Folk song features a flat, echoing male vocal talking over addictive accordion melody, wide piano chords, groovy bass, ""4 on the floor"" kick pattern, tinny percussive elements, energetic open hats, shimmering shakers and offbeat electric guitar chords. It sounds uplifting and low quality."
b62RgDBmly8,This song contains a full orchestra playing a melody with long and short strings; flutes adding short melodies on top and a cymbal hit to close the phrase. A mixed choir is singing opera then a male solo singer takes over with a higher voice. This song may be playing in a musical or theater opera performance.
b6hr31Qaemg,"This is a vocal performance from a soap opera soundtrack. There is a female vocalist that is singing with a heavily manipulated voice, most probably through the use of a vocoder. The volume of the track is unnecessarily loud and it peaks frequently. There is an unsettling atmosphere. It could be used in the soundtrack of a horror movie where the protagonist is slowly losing touch with reality."
b8cgQBzBXi8,"This music is an Electronic instrumental. The tempo is fast with an electrifying drum rhythm, funky bass lines, synthesiser articulation, cymbals rides, digital drums and electronically arranged sounds. The music is an energetic, high-powered, energetic, enthusiastic, intense, and explosive EDM/Synth Pop."
b8okzVltB5Q,This rock and roll song is a live recording of low quality. This features a male voice singing the main melody. This is accompanied by percussion playing a simple melody in common time. The bass plays a rock and roll bassline. The keyboard plays chords and fills using a piano tone. An acoustic guitar plays chords. A voice from the crowd sings a quirky sound at the beginning of the second bar. This song can be used in a retro movie in a music festival or carnival scene.
b98BJ36K1wo,This audio contains someone playing an acoustic drum with a fast paced and complex rhythm. This is an amateur recording.
b9rgWct9ivI,This is a series of clips - a compilation. The compilation is separated by the telephone beep tone. One of the clips is orchestral strings playing a motif that would be used when something shocking or suspenseful happens. The other clip contains a jazzy saxophone motif. There is also a sultry woman speaking sassily with some upbeat percussion under her vocal.
